"LABEL","FLUX.1","FLUX.2","FLUX.3","FLUX.4","FLUX.5"
2,119.88,100.21,86.46,48.68,46.12
2,5736.59,5699.98,5717.16,5692.73,5663.83
2,844.48,817.49,770.07,675.01,605.52
2,-826,-827.31,-846.12,-836.03,-745.5
2,-39.57,-15.88,-9.16,-6.37,-16.13
1,14.28,10.6299999999999,14.5599999999999,12.4199999999998,12.0699999999999
1,-150.479999999996,-141.720000000001,-157.599999999999,-184.599999999999,-164.889999999999
1,-10.06,-12.78,-13.16,-9.81,-18.91
1,454.660000000003,440.599999999977,382.289999999979,361.629999999976,298.629999999976
1,187.399999999994,209.599999999991,199.909999999989,179.619999999995,171.209999999992
1,205.069999999992,177.979999999996,163.410000000003,159.699999999997,157.709999999992
1,335.739999999991,330.209999999992,290.659999999989,274.179999999993,271.239999999991
1,-8.78999999999996,0.0400000000000773,0.660000000000082,-2.63,4.42000000000007
1,449.159999999989,419.779999999999,357.449999999997,355.949999999997,284.409999999989
1,154.579999999994,127.269999999997,128.859999999993,122.529999999999,94.8099999999977
1,-9.18000000000006,-9.43000000000006,-11.4200000000001,-8.88999999999999,-3.48000000000002
1,53.8499999999985,24.7799999999988,67.6399999999994,46.1399999999994,23.6399999999994
1,3.11999999999989,-2.32000000000016,1.32999999999993,-9.67000000000007,-5.07000000000016
1,-14.4599999999999,-9.68999999999994,-9.27999999999997,-7.34999999999991,-12.4899999999999
1,-109.52,-85.9000000000001,-87.96,-75.3499999999999,-74.3699999999999
1,-20.51,-15.64,-18.75,-16.9399999999999,-12.53
1,96.8199999999488,290.25,326.25,159.439999999944,-290.120000000112
1,-26.8099999999999,-26.6299999999999,-20.3499999999999,-15.8799999999999,-11.8699999999999
1,-50.4300000000003,-35.5799999999999,-38.3400000000001,-32.7999999999993,-31.3400000000001
1,44.8600000000006,35.3200000000006,43.9200000000001,30.3000000000002,33.9400000000005
1,-292.380000000005,-301.520000000019,-254.850000000006,-225.360000000015,-198.580000000016
1,-26.55,-26.3,-25.82,-20.87,-19.52
1,-15.2999999999993,-19.5999999999985,309.240000000002,-12.7999999999993,-30.5499999999993
1,393.720000000001,341.550000000017,277.910000000003,290.790000000008,292.410000000003
1,1.61000000000013,5.61000000000013,10.8200000000002,6.8900000000001,18.9200000000001
1,324.5,307.650000000009,284.460000000006,276.699999999997,253.419999999998
1,-11.0799999999999,-12.03,-8.22999999999979,-9.25999999999999,-5.8599999999999
1,2.54000000000002,4.75,3.88,-3.95999999999998,8.44
1,27.5300000000002,26.3600000000001,31.5499999999997,29.5999999999999,20.5000000000005
1,20.8600000000006,13.5,31.7000000000044,22.9100000000035,7.99000000000524
1,269.829999999987,265.799999999988,198.279999999999,207.410000000003,119.130000000005
1,181.269999999997,163.889999999999,160.040000000001,137.209999999999,136.599999999999
1,1485.44,1283.78000000003,1036.97000000003,893.440000000002,715.5
1,2.81,3.78000000000003,5.91000000000003,1.75,0.329999999999984
1,6.65999999999985,-5.72999999999956,-7.57999999999811,-24.8400000000001,-7.73999999999796
1,108.049999999988,61.3499999999913,53.1499999999942,50.3399999999965,64.2200000000012
1,11.0899999999999,9.50999999999999,28.79,3.96000000000004,9.36000000000013
1,-51.3400000000001,-47.3299999999999,-39.9600000000009,-30.9500000000007,-43.0599999999995
1,-121.320000000007,-147.470000000001,-135.520000000004,-136.800000000003,-109.970000000001
1,18.9200000000001,23.1400000000003,15.6800000000003,7.5,7.32000000000016
1,-9.31999999999994,-3.00999999999999,-4.1400000000001,-10.95,1.04999999999995
1,-49.2,-48.45,-48.42,-46.86,-37.2
1,-10.57,-10.76,-3.07999999999998,-6.09999999999997,-5.49000000000001
1,12.75,16.49,23.19,11.69,15.28
1,-10.57,-5.81999999999999,-13.24,-11.38,-11.39
1,9.29999999999995,9.28999999999996,2.23000000000002,2.34000000000003,1.18999999999994
1,-900.689999999999,-844.380000000001,-841.82,-750.23,-713.84
1,-57.4500000000044,-62.7900000000009,-34.6100000000006,-46.0400000000009,2.35999999999331
1,376.309999999998,356.899999999994,417.080000000002,420.259999999995,364.309999999998
1,317.190000000002,299.760000000009,299.349999999977,277.5,285.5
1,-0.870000000000005,-5.75,1.13,-4.60000000000002,-9.06000000000006
1,-72.010000000002,-99.3300000000017,-104.269999999997,-120.290000000001,-101.879999999997
1,-5.56000000000006,-5.53000000000009,1.46999999999991,-0.57000000000005,-3.06000000000006
1,-4.94999999999982,-2.75999999999976,-7.51999999999998,-12.7199999999998,-12.8699999999999
1,230.790000000008,198.389999999999,195.970000000001,189.320000000007,162.600000000006
1,-4.34,-5.21000000000001,-6.03999999999999,-1.47,-5.40000000000001
1,23.46,21.5300000000007,26.5100000000002,20.2700000000004,12.8600000000006
1,7.96999999999991,7.34999999999991,2.27999999999997,-4.72000000000003,16.8199999999999
1,164.220000000001,174.48000000001,148.23000000001,104.040000000008,111.940000000002
1,283.25,296.710000000021,271.870000000024,217.290000000008,187.309999999998
1,-78.130000000001,-73.9799999999996,-92.6100000000006,-90.8299999999981,-101.040000000001
1,17.6800000000076,33.9800000000105,51.5100000000093,25.320000000007,65.4700000000012
1,-1055.93000000005,-823.120000000112,-674.120000000112,-732.810000000056,-550.310000000056
1,-158.139999999999,-139.650000000001,-135.309999999998,-143.770000000004,-113.150000000001
1,464.299999999996,432.839999999997,383.779999999999,350.400000000001,356.830000000002
1,350.039999999994,382.759999999995,354.389999999999,354.849999999991,346.639999999999
1,-115.590000000011,-98.6200000000099,-108.300000000003,-105.290000000008,-122.37000000001
1,327.549999999996,284.330000000002,284.889999999999,263.239999999998,248.080000000002
1,-5.22000000000025,-8.19999999999982,-0.149999999999636,-3.35999999999967,-2.60999999999967
1,-49.5,-52.9899999999998,-53.2199999999993,-47,-57.0499999999993
1,83.1299999998882,152,181.809999999939,239.189999999944,282.439999999944
1,-13.25,-15.0500000000001,-16.39,-12.3100000000001,-17.66
1,1217.58000000002,1025.08000000002,940.25,793.920000000013,636.190000000002
1,-22.83,-15.87,-23.0599999999999,-17.59,-17.04
1,-83.6800000000003,-89.5100000000002,-83.1000000000004,-78.5500000000002,-78.4300000000003
1,-3.82999999999993,-5.65999999999997,-1.15999999999997,-0.240000000000009,-0.969999999999914
1,211.070000000007,212.169999999998,211.570000000007,182.860000000001,174.710000000006
1,-165.470000000001,-225.229999999996,-137.869999999995,-222.779999999999,-149.619999999995
1,-2.09999999999997,-2.30000000000001,-4.86000000000001,-1.75,6.37
1,223.26999999999,174.489999999991,254.029999999999,214.879999999976,208.389999999985
1,-52.7200000000003,-63.25,-52.1400000000003,-47.3100000000004,-45.8000000000002
1,-59.8500000000004,-56.0799999999999,-5.28999999999996,-53.6400000000003,-66.3900000000003
1,3453.75,3877.62000000011,4660.75,5169.12000000011,5914.12000000011
1,-7.31999999999994,7.65000000000009,-9.53999999999996,-9.3599999999999,-6.24000000000001
1,181.950000000004,172.590000000004,178.709999999999,180.740000000005,144.450000000004
1,-182.540000000008,-195.350000000006,-132.800000000003,-168.190000000002,-182.900000000009
1,211.239999999991,158.220000000001,178.409999999974,167.459999999992,101.179999999993
1,-28.17,-22.92,-21.1799999999999,-18.1899999999999,-20.86
1,-16.01,-13.77,-20.64,-18.4300000000001,-9.50999999999999
1,-20.7200000000003,-18.8200000000002,-25.98,-17.9700000000003,-11.4000000000001
1,-15.7,-8.1400000000001,-12.77,-4.01999999999998,-6.60000000000014
1,-57.3899999999994,-81.0599999999977,-77.9099999999999,-61.5499999999993,-52.5699999999997
1,-9.96000000000004,-9.48000000000002,-13.09,-4.81000000000006,-4.72000000000003
1,68.25,71.760000000002,57.5300000000061,80.3600000000006,76.4000000000015
1,5.05999999999995,22.54,8.51999999999998,10.76,11.8499999999999
1,73.5099999999948,76.4700000000012,68.3099999999977,60.8899999999994,71.5099999999948
1,-85.1699999999992,-87.8599999999997,-79.6899999999996,-74.0699999999997,-83.5499999999993
1,-14.66,-10.1800000000001,-8.50999999999999,-5.63,-12.53
1,424.77,398.25,372.59,332.08,279.929999999999
1,188.5,14.2400000002235,-19.8799999998882,-51.1299999998882,-37.5
1,-5.58000000000004,-8.91000000000008,-11.58,-16.7700000000001,-12.2
1,98.8000000000175,91.0800000000163,89.9000000000233,61.9200000000128,64.4700000000012
1,78.2399999999998,71.4499999999998,79.71,86.1700000000001,72.3299999999999
1,20.29,22.9200000000001,20.76,22.45,30.9200000000001
1,625.560000000056,726.870000000112,618.620000000112,565.120000000112,294.25
1,292.120000000003,253.16,191.970000000001,205.650000000001,143.400000000001
1,-18.1599999999999,1.5099999999984,-0.319999999999709,-7.93999999999869,-17.7700000000004
1,7.90000000000009,6.19999999999982,0.779999999999745,2.17000000000007,-1.2800000000002
1,-18.61,-22.79,-16.8199999999999,-17.0799999999999,-17.9599999999999
1,304.47,208.98,310.12,309.41,143.14
1,160.200000000001,150.470000000001,132.639999999999,149.209999999999,143.650000000001
1,31.4800000000105,38.1200000000244,26.4200000000128,20.390000000014,31.2200000000012
1,43.1299999999756,54.609999999986,43.5299999999988,58.429999999993,51.7799999999988
1,18,22.39,8.73000000000002,10.3000000000001,4.39999999999998
1,1.87000000000012,12.21,-1.74000000000001,2.20000000000005,3.61000000000013
1,-15478.1800000001,-14663.4300000001,-12241.72,-10817.59,-9317.65000000002
1,4.87000000000012,4.60000000000014,-1.21000000000004,7.75,6.63000000000011
1,12.3199999999997,27.8899999999994,16.4599999999991,-4.93000000000029,7.43999999999505
1,-18.54,-21.0600000000004,-22.9900000000002,-15.3400000000001,-19.8500000000004
1,-4594.02,-282.589999999997,1204.43000000001,2277.7,2719.23
1,-18.6099999999999,-13.9400000000001,-18.45,-13.53,-13.28
1,-61.4400000000001,-52.8600000000001,-53.55,-42.1800000000001,-43.1300000000001
1,420.669999999998,428.029999999999,401.580000000002,421.220000000001,416.43
1,-33.7099999999991,-31.6199999999953,-23.3299999999945,-18.2900000000009,-31.7199999999939
1,27.49,26.06,21.9,18.48,23.84
1,-112.85,-115.04,-118.09,-112.55,-94.1100000000001
1,198.55,173.7,147.39,127.02,100.64
1,-1181.20999999999,-1169.92999999999,-906.119999999995,-764.260000000009,-679.059999999998
1,-14.99,-13.0799999999999,-26.8799999999999,-17.95,-13.6700000000001
1,-5.98000000000002,-6.81,-8.04000000000002,-12.75,-0.220000000000027
1,1.16999999999962,-6.44000000000005,-1.86000000000013,2.86999999999989,-8.14000000000033
1,-3060.5,-2762.5,-2606.5,-2628,-2663.75
1,-1944.88,-1786.77,-1925.31,-1836.43,-1714.03
1,3339.84,3251.44,2966.19,2941.12,2618.86
1,884,711.379999999888,616.379999999888,743.120000000112,551.120000000112
1,-30.6899999999996,-31.0499999999993,-36.5599999999995,-25.0299999999997,-31.2799999999997
1,331.270000000019,350.320000000007,398.179999999993,384.179999999993,344.959999999992
1,-8.41999999999825,-20.0399999999936,-1.58000000000175,18.4799999999959,-3.33000000000175
1,0.259999999999991,2.68000000000001,2.02000000000004,0.860000000000014,5.00999999999999
1,-49.3700000000001,-57.4100000000001,-56.4000000000001,-53.6800000000001,-57.01
1,-202.870000000112,-133.060000000056,-125.680000000051,-169.310000000056,-153.370000000112
1,67.9700000000012,62.9700000000012,51.4099999999962,59.6699999999983,76.6599999999962
1,2420.79000000001,2308.35000000001,1865.72,1713.96000000001,1552.21000000001
1,122.760000000009,158.5,287.190000000002,314.440000000002,80.320000000007
1,1.86999999999989,5.59000000000015,-4.26999999999998,-5,7.40000000000009
1,-1986.69999999998,-1886.59,-1465.87999999998,-1413.73999999999,-1274.5
1,-11,-12.58,-5.31,-2.85000000000002,-10.37
1,17.3699999999999,17.0199999999995,27.1799999999994,17.25,10.3299999999999
1,-103.09,-95.8900000000003,-85.46,-84.2700000000004,-82.4400000000005
1,48.8399999999965,17.4100000000035,26.8499999999913,20.0800000000017,4.30999999999767
1,-20.1800000000001,-3.8900000000001,-5.98000000000002,-13.6400000000001,-4.56000000000006
1,11.8799999999974,9.93000000000029,6.7699999999968,109.059999999998,5.72999999999593
1,-14.1299999999999,-9.06999999999994,-12.5699999999999,-5.92999999999984,-7.24000000000001
1,-32.38,-32.38,-30.25,-30.25,-30.04
1,-8.18000000000029,-5.02999999999975,-4.01000000000022,-6.38000000000011,-7.97000000000025
1,-34.9199999999983,-35.4199999999983,-28.8199999999997,-26.3700000000026,-8.5
1,3470.27999999997,3183.18999999994,2978.43999999994,2452.21999999997,2499.90999999997
1,-15.3499999999999,-20.21,-17.99,-17.8499999999999,-21.0899999999999
1,186.849999999999,183.269999999997,182.559999999998,165.169999999998,175.629999999997
1,79.070000000007,45.1300000000047,85.320000000007,37.8499999999767,-3.55999999999767
1,53.6100000000151,48.0299999999988,52.4300000000221,25.9000000000233,55.9500000000116
1,0.0700000000001637,-0.690000000000055,-3.04999999999973,1.5300000000002,-4.98999999999978
1,30.9399999999996,7.71000000000004,13.3199999999997,0.350000000000364,5.31999999999971
1,-14.9000000000001,-6.92999999999984,-6.01999999999998,-9.36000000000013,2.25999999999976
1,-885.5,-711.129999999888,-717.379999999888,-536.379999999888,-505.75
1,391.760000000009,374.300000000017,415.690000000002,357.350000000006,338.410000000003
1,-110.539999999994,-145.569999999992,-56.3399999999965,-70.5599999999977,-107.139999999999
1,-7.10000000000002,-10.33,-7.17999999999995,-4,-6.11000000000001
1,-332.690000000002,-330.170000000002,-341.690000000002,-293.400000000001,-307.52
1,-196.580000000002,-196.550000000003,-151.350000000006,-150.919999999998,-122.759999999995
1,-2355.12999999989,-2208.5,-1876.37999999989,-1719.62999999989,-1287.12999999989
1,-27.45,-25.4199999999998,-22.95,-15.95,-16.8899999999999
1,-4.00999999999999,-3.5,-2.41999999999996,-3.53999999999996,-4.69999999999999
1,56.8099999999977,23.8000000000029,-20.1100000000006,50.1699999999983,0.0400000000081491
1,523.5,519.48000000001,466.760000000009,454.98000000001,414.830000000016
1,-21.4700000000012,-57.0500000000029,-24.9800000000105,-56.0600000000122,-47.7200000000012
1,45.2200000000303,91.2200000000303,65.0900000000256,170.190000000002,189.340000000026
1,7.75999999999999,5.60999999999996,7.35999999999996,5.03999999999996,4.51999999999998
1,-170.869999999999,-180.789999999997,-143.599999999999,-121.909999999996,-129.589999999997
1,-76.8899999999994,-76.8800000000047,-74.9100000000035,-90.3399999999965,-68.5299999999988
1,112.25,332.379999999888,693.75,216.120000000112,15.8799999998882
1,359.159999999996,309.719999999994,314.129999999997,313.949999999997,280.759999999995
1,57.7400000000052,57.8899999999994,60.8899999999994,20.8800000000047,38.3699999999953
1,-2.27000000000044,-0.930000000000291,4.98999999999978,5.57999999999993,-5.52000000000044
1,-13.5099999999948,-34.7699999999968,-32.7199999999939,-54.5400000000009,-89.8699999999953
1,-12.5700000000002,-10.27,-9.08000000000015,-3.38000000000011,8.6099999999999
1,214.529999999999,216.190000000002,198.059999999998,202.110000000001,151.669999999998
1,-88.0500000000029,-86.820000000007,-37.2400000000052,-71.5,-24.3899999999994
1,-193.610000000015,-108.110000000015,-52.1500000000233,10.6600000000035,-10.9300000000221
1,71.9599999999919,23.9400000000023,52.8699999999953,21.2299999999959,51.6399999999994
1,71.1399999999994,66.4799999999959,65.2200000000012,47.8600000000006,58.5500000000029
1,-9.76999999999998,-9.95999999999998,-16.1,-7.43000000000001,-15.29
1,30.2,38.1000000000001,30.1100000000001,17.4300000000001,30.8100000000002
1,-16.84,-16.48,-18.35,-11.3,-16.71
1,-239.400000000009,-216.23000000001,-192.520000000004,-201.23000000001,-184.160000000003
1,-39.9199999999983,-48.3600000000006,-54.6599999999999,-37.5299999999988,-48.0400000000009
1,251.219999999972,269.089999999997,319.799999999988,339.129999999976,404.829999999987
1,-13.5599999999999,-13.6299999999999,-3.75999999999999,-15.8399999999999,-8.74000000000001
1,18.8099999999999,-1.59999999999991,4.98000000000002,12.8299999999999,8.49000000000001
1,-19.3099999999999,-11.73,-14.99,-8.62,-10.22
1,170.349999999977,166.489999999991,100.359999999986,67.8499999999767,63.1899999999732
1,-29.8500000000004,-16.2900000000009,-22.4700000000012,-21.6599999999999,-11.8299999999999
1,2035,1945.62,1995.27999999997,1957.02999999997,1871.52999999997
1,-67.9299999999998,-69.3899999999999,-82.1700000000001,-77.5299999999997,-82.96
1,-954.760000000009,-816.260000000009,-583.380000000005,-625.760000000009,-403.760000000009
1,-34.1200000000026,-70.6399999999994,-34.6399999999994,-36.1599999999962,-24.9400000000023
1,-23.3000000000001,-25.85,-23.4400000000001,-14.1,-17.76
1,10.53,14.39,12.7299999999999,13.6899999999999,2.79999999999995
1,89.679999999993,131.319999999992,159.209999999992,144.389999999999,136.639999999999
1,-39.77,-30.27,-32.29,-22.2599999999998,-20.4200000000001
1,0.550000000000068,0.360000000000014,-1.04999999999995,7.19000000000005,4.71000000000004
1,806.639999999999,745.190000000002,752.970000000001,734.610000000001,644.269999999997
1,37.1099999999997,30.7199999999998,36.1399999999999,22.25,26.6899999999996
1,48.5400000000081,59,71.2400000000052,100.199999999997,114.090000000011
1,23.85,20.14,19.22,15.1,12.81
1,-289.140000000014,-233.5,-222.170000000013,-243.460000000021,-200.510000000009
1,-72.9900000000016,-57.0800000000017,-44.5300000000007,-44.25,-42.8200000000015
1,269.119999999995,218.059999999998,85.7199999999721,161.309999999998,88.4400000000023
1,51.6900000000001,54.1200000000001,42.6000000000001,44.24,45.49
1,281.190000000002,236.459999999992,213.170000000013,264.660000000003,276.209999999992
1,-169.390000000003,-184.66,-156.260000000002,-132.440000000002,-136.18
1,-14.6000000000004,-8.43000000000029,-19.9800000000005,-12.3299999999999,-6.64000000000033
1,79.3400000000256,123.75,146.150000000023,119.650000000023,144.75
1,17.71,18.8500000000001,12.8099999999999,13.3800000000001,12.26
1,54.6800000000003,40.239999999998,36.2200000000012,55.4800000000032,26.5900000000038
1,290882.5,290653.5,290554,290486.5,290289
1,-22.9599999999991,-26.4299999999994,-8.8799999999992,-12.3099999999995,-14.9199999999992
1,123.450000000012,91.890000000014,106.840000000026,83.390000000014,65.0500000000175
1,285.709999999992,202.059999999998,223.580000000002,182.389999999999,188.5
1,313.76999999999,271.339999999997,228.579999999987,250.549999999988,119.25
1,386.100000000006,307.890000000014,294.190000000002,320.860000000015,344.380000000005
1,0.319999999999993,-4.91000000000003,3.37,-3.49000000000001,-9.03000000000003
1,30.7799999999997,36.1199999999999,31.7799999999997,21.4899999999998,18.2599999999993
1,-4.21000000000004,-10.0500000000001,-10.6,-1.16000000000008,-15.01
1,20.3200000000001,27.34,17.38,10.51,17.09
1,0.870000000000005,10.67,-1.12,-0.00999999999999091,2.38
1,8.72000000000003,3.70000000000005,13.8199999999999,3.18000000000006,8.54999999999995
1,60.7299999999959,-4.7899999999936,-8.48999999999069,16.9499999999971,-5.47000000000116
1,-19.0200000000004,-29.5800000000008,-22.9700000000003,-10.1500000000005,-17.1900000000005
1,-13.9000000000001,-6.42000000000007,-13.1399999999999,-12.7600000000002,-20.7600000000002
1,916.220000000001,902.260000000009,931.470000000001,962.859999999986,816.510000000009
1,-463.560000000056,-455.620000000112,-490.5,-441.120000000112,-465.75
1,-139.66,-139.32,-139.85,-138.26,-140.48
1,-9.81999999999971,-21.21,-22.77,-14.7399999999998,-18.8699999999999
1,-187.760000000002,-218.260000000002,-193.93,-192.779999999999,-174.200000000004
1,-6,-18.2400000002235,164.5,95.8799999998882,287.629999999888
1,844.119999999995,727.52999999997,707.559999999998,677.119999999995,527.369999999995
1,70.1599999999999,75.4399999999996,54.75,49.0999999999999,58.04
1,8.53999999999996,5.89999999999998,7.29999999999995,6.01999999999998,0.730000000000018
1,1.22000000000003,12.1799999999999,-1.07000000000005,3.05999999999995,1.97000000000003
1,17.2000000000044,-0.729999999995925,2.30000000000291,-16.2299999999959,-13.2299999999959
1,25.4799999999959,2.02999999999884,-6.30000000000291,9.35999999999331,22.9799999999959
1,8.61999999999989,11.74,3.91999999999985,-1.58000000000015,14.5999999999999
1,-2083.75,-1896.75,-1425.75,-1121.25,-634.75
1,-29.2499999999999,-28.51,-31.01,-32.3299999999999,-33.6999999999999
1,303.549999999999,291.09,270.23,244.280000000001,233.76
1,12.1800000000001,3.03000000000009,10.8100000000001,4.01999999999998,-4.38
1,3082.93999999994,3153.80999999994,3339.37999999989,3357.62999999989,3425.37999999989
1,-80.6299999999756,-188.970000000001,-90.1900000000023,-134.720000000001,-202.799999999988
1,-863.5,-1078.25,-1356.75,-1430.75,-1311
1,268.759999999995,207.270000000004,220.279999999999,184.720000000001,176.900000000009
1,-25.51,-27.0699999999999,-27.0599999999999,-25.3199999999999,-23.15
1,46.4200000000001,40.3999999999996,50.6199999999999,45.46,33
1,5.90000000000009,-6.66999999999985,-11.77,-6.3599999999999,-8.52999999999997
1,-33.0800000000017,-50.3800000000047,-35.7300000000105,-42.9600000000064,-37.6800000000076
1,-3.79000000000019,-1.66000000000008,-2.37000000000012,-1.97000000000003,-2.17000000000007
1,-58.510000000002,-65.8400000000038,-73.2800000000061,-86.3300000000017,-71.1100000000006
1,181.290000000001,156.259999999995,154.43,153.579999999994,136.5
1,521.189999999999,498.119999999999,478.52,485.16,443.720000000001
1,-8.04000000000008,-11.13,-9.61000000000001,-9.57000000000005,-11.15
1,-15.0599999999999,-20.0599999999999,-16.8800000000001,-14,-8.88000000000011
1,-249.62999999999,-249.62999999999,-222.970000000001,-207.819999999992,-150.739999999991
1,138.409999999974,155.469999999972,10.5900000000256,17.0900000000256,-37.25
1,398.800000000003,354.940000000002,355.660000000003,308.850000000006,267.919999999998
1,331.1,251.34,182.38,122.71,56.6900000000001
1,335.76999999999,286.639999999985,308.989999999991,241.059999999998,215.329999999987
1,51.0400000000081,29.4600000000064,19.9199999999983,33.820000000007,54.1500000000087
1,68.25,43.570000000007,91.3699999999953,51.2200000000012,79.3800000000047
1,-91.5699999999997,-91.9699999999993,-87.0599999999995,-71.0200000000004,-72.3999999999996
1,6.6899999999996,4.48999999999978,-5.69000000000051,3.6899999999996,-1.11000000000058
1,270.35,185.59,105.21,33.6099999999997,-42.9600000000003
1,61.3400000000038,53.0500000000029,81.3700000000026,39.7200000000012,40.1500000000015
1,-43.8999999999942,-52.6299999999901,-20.4099999999889,-33.109999999986,27.8000000000029
1,-33.67,-31.0599999999999,-29.77,-33.25,-21.02
